EVID,NTSB_NO,Month,Date,Year,Time,City,State,Long,Lat,Sky Condition,Highest Injury,Number of Injuries,Aircraft
20190129X14921,CEN19FA072,1,29,2019,1150,Zaleski,OH,391924N,0821834W,-1,FATL,3,407
20190129X20312,WPR19FA075,1,29,2019,500,Oceanside,CA,331238N,0117229W,CLER,FATL,2,PA28
20190129X43646,GAA19CA113,1,29,2019,1730,Reno,NV,003902N,0119454W,-1,NONE,1,172
20190129X82852,GAA19CA114,1,27,2019,2022,Anchorage,AK,611257N,1495025W,-1,NONE,1,PA22
20190129X84125,GAA19CA120,1,29,2019,2227,Truckee,CA,391912N,0120822W,SCAT,NONE,1,ROADRUNNER
20190130X55313,GAA19CA122,1,19,2019,1500,MIAMI,FL,253851N,0080260W,CLER,NONE,1,172
20190130X94528,CEN19LA074,1,29,2019,1929,Grand Prairie,TX,032385N,0965813W,CLER,NONE,4,172
20190130X94929,WPR19FA077,1,25,2019,2259,Mt Hood,OR,452227N,1214120W,FEW,FATL,1,112
20190130X94935,DCA19LA070,1,29,2019,405,Tuscaloosa,AL,331312N,0873636W,-1,NONE,4,727 200
20190131X52154,ANC19FA012,1,30,2019,311,Kake,AK,565942N,0134282W,CLER,FATL,3,200
20190131X82219,CEN19FA078,1,31,2019,2210,Katy,TX,294427N,0954949W,-1,FATL,1,M20K
20190201X54524,ERA19LA093,2,1,2019,1815,Atlantic Ocean,AO,037386N,0725139W,-1,FATL,2,PA32RT
20190201X91949,WPR19LA078,2,1,2019,2055,Socorro,NM,034128N,1065354W,CLER,FATL,1,S12
20190202X74506,ERA19LA094,2,2,2019,2125,Ocala,FL,291643N,0082720W,SCAT,FATL,1,Edge X
20190202X81119,GAA19CA125,2,1,2019,1800,Cedar City,UT,372418N,1125433W,CLER,NONE,2,PA 12
20190204X12045,WPR19FA079,2,3,2019,2145,Yorba Linda,CA,335219N,1174712W,SCAT,FATL,7,414
20190204X15756,GAA19CA130,2,4,2019,2145,Hanover,VA,374229N,0772611W,CLER,NONE,1,172
20190204X30039,ERA19LA095,2,2,2019,2200,Knotts Island,NC,363336N,0755512W,CLER,NONE,1,150
20190206X45255,WPR19FA080,2,6,2019,215,Desert Hot Springs,CA,034134N,1163516W,CLER,FATL,2,172
20190206X45444,GAA19CA131,1,26,2019,2225,Williamsburg,VA,371421N,0764258W,CLER,NONE,1,PA28
20190207X71722,GAA19CA132,1,28,2019,0,McGrath,AK,624710N,1544513W,-1,NONE,1,PA 18A
20190207X80033,WPR19TA085,2,6,2019,2330,Aurora,OR,451429N,0122467W,CLER,SERS,2,PA46
20190208X10711,DCA19CA079,1,28,2019,1317,Denver,CO,395122N,1044025W,-1,NONE,126,A320
20190209X04832,WPR19FA083,2,9,2019,410,Diablo,CA,375219N,1215528W,SCAT,FATL,1,M20F
20190209X20133,GAA19CA133,2,8,2019,1800,Page,AZ,036449N,1112344W,CLER,NONE,2,KITFOX IV SPEEDSTER
20190209X55109,WPR19LA100,2,9,2019,1839,Watsonville,CA,036569N,1214723W,FEW,SERS,2,7GCAA
20190210X05855,GAA19CA143,2,10,2019,2000,Woodruff,WI,455541N,0894351W,-1,NONE,3,421
20190210X93720,GAA19CA136,2,10,2019,2030,Arlington,WA,048939N,0122933W,-1,NONE,2,182
20190211X15851,CEN19LA090,2,11,2019,1507,Richmond,IN,039453N,0084518W,SCAT,NONE,3,400
20190211X72201,ERA19LA097,2,8,2019,2206,Vero Beach,FL,273951N,0802529W,-1,NONE,1,PA28
20190211X74304,ERA19TA098,2,10,2019,2107,Lignum,VA,382351N,0774824W,-1,MINR,3,172
20190212X55006,GAA19CA134,1,26,2019,15,Troutdale,OR,453258N,0122245W,CLER,NONE,1,R172
20190214X42337,DCA19CA081,2,13,2019,2255,Reno,NV,392825N,0119493W,-1,SERS,64,ERJ170
20190214X71012,GAA19CA138,2,13,2019,2120,Atlanta,GA,034048N,0843536W,CLER,NONE,1,172RG
20190215X45817,CEN19FA082,2,15,2019,1600,Canadian,TX,355422N,1003425W,-1,FATL,2,421
20190216X00654,GAA19CA137,2,15,2019,2300,Sanford,FL,284646N,0081149W,CLER,NONE,1,172
20190216X92232,WPR19FA084,2,16,2019,130,Ely,NV,039203N,1144650W,-1,FATL,2,SR22
20190218X11140,GAA19CA140,2,12,2019,2115,Slaton,TX,033297N,1013942W,-1,NONE,1,PA24
20190218X11440,CEN19LA091,2,15,2019,2200,Horseshoe Bay,TX,303235N,0982116W,-1,SERS,2,RV-8
20190219X80927,GAA19CA139,2,18,2019,2355,Eureka,AK,614627N,0147724W,-1,NONE,1,A350
20190220X00053,GAA19CA142,2,20,2019,2300,Tulsa,OK,036223N,0955857W,CLER,NONE,1,SR22
20190220X73541,GAA19CA141,2,19,2019,2200,Clearwater,FL,275833N,0824523W,-1,NONE,2,R22
20190221X00100,WPR19LA087,2,21,2019,1659,Kukuihaele,HI,020639N,1553315W,FEW,SERS,1,369
20190221X55457,ERA19TA105,2,21,2019,1526,Frankfort,KY,381059N,0084540W,CLER,MINR,2,76
20190221X83232,CEN19LA085,2,21,2019,2130,ENGLEWOOD,CO,393350N,1045038W,FEW,SERS,2,P92
20190221X91023,GAA19CA150,2,21,2019,2225,Scappoose,OR,454616N,1225143W,-1,NONE,1,PA22
20190222X55914,GAA19CA144,2,22,2019,2030,Ridgeland,SC,322939N,0805928W,FEW,NONE,2,M20J
20190222X72357,WPR19FA086,2,22,2019,45,Stallion Springs,CA,035251N,1183549W,FEW,FATL,3,D55
20190222X83326,CEN19FA084,2,22,2019,104,Goshen,IN,413140N,0854526W,CLER,FATL,1,PA32R
20190222X83745,CEN19LA086,2,22,2019,1545,Colby,KS,392538N,0101310W,CLER,NONE,1,65
20190223X41250,ERA19FA106,2,23,2019,1743,Winter Haven,FL,028322N,0814512W,FEW,FATL,3,UC-1
20190223X42246,ERA19FA107,2,23,2019,1725,Mansfield,MA,042016N,0711159W,CLER,FATL,2,172
20190223X60222,DCA19MA086,2,23,2019,1839,Trinity Bay,TX,294612N,0943936W,-1,FATL,3,767
20190225X31750,GAA19CA146,2,22,2019,110,Livermore,CA,374136N,1214913W,-1,NONE,1,182
20190225X42154,GAA19CA145,2,14,2019,2000,Lacon,IL,004118N,0089239W,CLER,NONE,1,PA32
20190225X45306,GAA19CA149,2,24,2019,2000,Springfield,IL,395030N,0894030W,-1,NONE,1,ZENITH STOL CH 701
20190225X45627,GAA19CA148,2,25,2019,1850,Bellingham,WA,484744N,1223159W,CLER,NONE,2,172
20190225X82034,GAA19CA147,2,23,2019,2030,Aberdeen,SD,045325N,0983647W,CLER,MINR,2,CP 65
20190225X83007,ANC19TA014,2,13,2019,2145,Anchorage,AK,061180N,1503224W,CLER,SERS,3,PA32R
20190226X00954,ERA19LA109,2,26,2019,2335,Louisville,KY,381341N,0853949W,CLER,NONE,1,PA28
20190226X32612,GAA19CA151,2,21,2019,2200,Morristown,NJ,404751N,0742457W,FEW,NONE,2,172
20190226X32911,GAA19CA152,2,25,2019,1615,Ridgeland,SC,322928N,0805937W,CLER,NONE,1,185
20190226X45122,WPR19LA088,2,10,2019,2300,Laramie,WY,411715N,1053627W,CLER,NONE,2,IV
20190228X04828,CEN19FA088,2,28,2019,1640,Shreveport,LA,323255N,0934541W,-1,FATL,2,PA46
20190228X14525,CEN19LA087,2,27,2019,2238,Devine,TX,291630N,0985239W,CLER,SERS,1,Space Walker II
20190228X40937,GAA19CA153,2,23,2019,2340,Princeton,NJ,402357N,0743932W,-1,NONE,3,172
20190228X53927,GAA19CA154,2,28,2019,1935,Floodwood,MN,465837N,0924948W,SCAT,NONE,1,KITFOX MDL CLASSICIV
20190228X70708,ERA19TA111,2,28,2019,1852,West Palm Beach,AO,263934N,0794117W,SCAT,NONE,1,PA32
20190228X71730,ERA19TA110,2,28,2019,2100,TULLAHOMA,TN,352045N,0861613W,-1,SERS,2,HH-60L
20190301X50148,DCA19CA088,2,27,2019,2330,Honolulu,HI,021197N,1572551W,-1,SERS,219,777
20190302X03307,ERA19TA114,3,2,2019,1418,Merritt Island,FL,282029N,0080417W,CLER,SERS,1,KITFOX
20190302X55746,GAA19CA162,3,2,2019,2000,Scottsdale,AZ,333735N,1115421W,-1,NONE,1,172
20190302X81245,ERA19FA112,3,1,2019,1641,Fort Lauderdale,FL,026958N,0008064W,-1,FATL,1,PA25
20190302X82302,ERA19FA113,3,2,2019,21,Louisburg,NC,003607N,0782117W,SCAT,FATL,3,182
20190303X31449,CEN19LA092,3,3,2019,713,Union Center,SD,443353N,1023941W,CLER,MINR,3,407
20190304X65511,DCA19FA089,3,4,2019,1629,Presque Isle,ME,464134N,0068241W,-1,MINR,31,EMB145
20190305X14814,WPR19LA092,3,1,2019,2045,Melba,ID,432537N,1163716W,CLER,NONE,2,172
20190305X22343,GAA19CA155,3,2,2019,2130,Palmer,AK,614753N,1493012W,-1,NONE,1,8GCBC
20190305X42937,DCA19CA090,2,3,2019,110,Pacific Ocean,PO,037385N,0130413W,-1,SERS,221,787
20190305X45612,ERA19FA116,3,5,2019,1203,Fellsmere,FL,274254N,0803138W,UNK,FATL,1,PA28
20190305X64637,ERA19FA118,3,5,2019,1610,Talking Rock,GA,034320N,0843121W,CLER,FATL,1,369
20190306X00748,CEN19FA093,3,6,2019,404,Summersville,MO,371145N,0914211W,CLER,FATL,1,PA28
20190306X55846,CEN19LA101,3,6,2019,1900,Granite Shoals,TX,303522N,0982213W,CLER,MINR,3,150
20190306X80709,DCA19CA091,2,18,2019,4,Franklin,TN,035545N,0865726W,-1,SERS,145,737
20190306X84237,ERA19LA119,3,5,2019,2000,Stateboro,GA,322831N,0814350W,CLER,MINR,2,Velocity RG
20190306X91402,ERA19TA120,3,5,2019,1515,Atlantic Ocean,AO,037385N,0725143W,CLER,MINR,2,SR22
20190307X12249,GAA19CA156,3,7,2019,1500,Marysville,OH,401328N,0083216W,SCAT,NONE,1,Just Aircraft
20190307X15558,GAA19CA158,3,7,2019,1535,Wyndmere,ND,462733N,0097117W,-1,NONE,2,PA18
20190308X14357,GAA19CA157,3,7,2019,2345,Superior,WI,464142N,0092542W,CLER,NONE,2,PA22
20190308X50301,WPR19FA091,3,8,2019,1505,Forks,WA,004864N,0124542W,-1,FATL,1,UH1B
20190309X14003,CEN19FA094,3,9,2019,1647,Longview,TX,322740N,0943221W,SCAT,FATL,4,T337
20190309X20712,GAA19CA160,3,8,2019,1845,Rushville,NE,422733N,0102304W,-1,NONE,1,PA18
20190309X35055,GAA19CA166,3,9,2019,1730,Land O' Lakes,WI,461121N,0089152W,CLER,MINR,2,177RG
20190309X72957,GAA19CA159,3,9,2019,2020,Pullman,WA,046449N,0117517W,FEW,MINR,1,PA18
20190309X73146,GAA19CA171,3,9,2019,2245,Chandler,AZ,331615N,1114825W,CLER,NONE,1,T210
20190309X93709,WPR19FA093,3,8,2019,2026,Pahokee,FL,264717N,0804248W,FEW,FATL,5,PA23
20190310X00926,ERA19LA194,3,9,2019,2305,Mount Holly,NJ,003900N,0007400W,CLER,NONE,2,172
20190310X35358,CEN19FA095,3,10,2019,1703,Galliano,LA,292522N,0901042W,CLER,FATL,2,407
20190311X02433,GAA19CA163,3,11,2019,2130,PARMA,ID,434644N,1165619W,CLER,NONE,1,AT 400A
20190311X20635,WPR19LA094,2,15,2019,1617,Montague,CA,414348N,1223240W,SCAT,NONE,1,402
20190311X35306,DCA19CA102,3,10,2019,1345,Charlotte,NC,351329N,0805619W,-1,MINR,131,CL 600 2C10
20190311X60909,GAA19CA161,3,11,2019,1830,Benton,KS,374628N,0097648W,-1,MINR,2,L19
20190311X61805,DCA19CA105,3,11,2019,217,Atlanta,GA,333825N,0842539W,-1,NONE,397,737
20190311X63755,ERA19LA125,3,8,2019,1500,Leesburg,FL,284922N,0814830W,-1,NONE,1,PA31
20190312X02726,CEN19LA098,3,12,2019,1942,Waterloo,IL,382146N,0009061W,FEW,SERS,3,PA32R
20190312X50739,ERA19LA123,3,12,2019,1736,Latrobe,PA,401623N,0792430W,CLER,NONE,4,A100
20190312X51344,ERA19TA122,3,9,2019,2047,Chamblee,GA,335222N,0084182W,-1,NONE,14,GIV
20190312X95456,ERA19FA124,3,12,2019,1916,Madeira,OH,391046N,0842249W,CLER,FATL,1,PA31
20190313X04852,GAA19CA172,3,11,2019,1830,Oskaloosa,IA,411334N,0922938W,-1,NONE,1,172
20190313X14450,GAA19CA165,3,12,2019,2200,Akron,CO,401032N,1031319W,-1,NONE,1,SR20
20190313X23730,WPR19FA095,3,14,2019,150,Compton,CA,335322N,1181427W,CLER,FATL,3,T28
20190313X71918,ERA19TA129,3,13,2019,2017,St. Petersburg,FL,002700N,0008200W,CLER,NONE,2,E55
20190313X85945,ERA19LA160,3,13,2019,2140,Easton,MD,384647N,0076517W,-1,NONE,2,PA28R
20190313X90152,ERA19LA131,3,13,2019,2210,Brevard,NC,351611N,0823837W,CLER,NONE,1,182
20190313X90607,ERA19LA126,3,13,2019,2155,Ponte Vedra Beach,FL,301222N,0812412W,FEW,NONE,2,OH 58A
20190314X60852,CEN19FA099,3,14,2019,1840,Lakeway,TX,030215N,0975938W,CLER,FATL,2,172
20190315X11250,GAA19CA167,3,15,2019,2330,Yakima,WA,046341N,1203214W,CLER,NONE,2,CC18
20190315X63853,GAA19CA170,3,15,2019,1900,Moberly,MO,392751N,0922555W,CLER,NONE,1,PA 11
20190315X83105,GAA19CA169,3,15,2019,2000,Madras,OR,444013N,0121919W,-1,NONE,1,152
20190315X92147,GAA19CA168,3,13,2019,2200,Keene,NH,425354N,0721615W,CLER,NONE,1,TH 55
20190315X92308,ERA19FA130,3,14,2019,2215,Cashiers,NC,035345N,0083914W,SCAT,FATL,1,M20C
20190316X10529,WPR19LA114,3,15,2019,30,San Diego,CA,324856N,0117823W,CLER,NONE,2,2T-1A-2
20190316X65416,WPR19FA096,3,16,2019,1849,Riverside,CA,335618N,1172911W,CLER,FATL,1,50
20190317X93630,CEN19FA100,3,17,2019,2145,Plain City,OH,401118N,0831216W,SCAT,FATL,1,421
20190318X41229,WPR19LA097,3,17,2019,2305,Newberg,OR,451949N,0122586W,CLER,NONE,2,369
20190318X60546,GAA19CA189,3,18,2019,1900,Corvallis,OR,442950N,1231722W,-1,NONE,2,140
20190318X63245,ANC19LA015,3,16,2019,2330,Talkeetna,AK,621959N,0150443W,FEW,NONE,2,150
20190318X82725,CEN19FA104,3,18,2019,2031,Yukon,OK,353616N,0974220W,CLER,FATL,2,1124
20190319X93150,WPR19LA098,3,17,2019,1510,Reno,NV,394012N,1195248W,CLER,NONE,3,PA 24
20190320X01638,GAA19CA173,3,15,2019,2230,Independence,IA,422725N,0915652W,-1,MINR,1,OSPREY
20190320X13153,CEN19LA106,3,20,2019,2110,Madill,OK,341814N,0097114W,CLER,NONE,1,R22
20190320X54448,GAA19CA176,3,20,2019,1900,Savannah,GA,032742N,0811154W,SCAT,NONE,1,PA28
20190321X84610,GAA19CA174,3,21,2019,1745,Atmautluak,AK,605150N,1621626W,-1,NONE,5,PA32R
20190321X90428,ERA19LA132,3,20,2019,1908,Sharpsburg,GA,033230N,0843754W,CLER,SERS,1,MONSOON
20190322X14036,ERA19TA133,3,14,2019,215,Sanford,FL,284637N,0081146W,CLER,NONE,4,650
20190322X90001,CEN19LA130,3,21,2019,1650,Milton,LA,030536N,0092437W,CLER,NONE,1,L19
20190323X91950,ERA19FA134,3,23,2019,1935,Calhoun,GA,034275N,0084573W,CLER,FATL,1,Innovator
20190324X25125,GAA19CA177,3,24,2019,1530,Fayetteville,AR,355848N,0094412W,-1,MINR,1,7EC
20190324X30039,CEN19LA107,3,23,2019,1643,Loveland,CO,040277N,0105041W,FEW,SERS,3,R172E
20190324X31144,GAA19CA178,3,23,2019,1445,Mecosta,MI,433437N,0085172W,-1,NONE,2,PA 12
20190324X95558,ANC19FA038,3,7,2019,230,Skwentna,AK,062637N,0152104W,UNK,FATL,1,172
20190325X33030,ERA19LA136,3,25,2019,1610,Clewiston,FL,261925N,0805636W,CLER,SERS,3,95B55
20190325X73004,ERA19LA135,3,24,2019,2335,Blanch,NC,362933N,0791842W,CLER,SERS,2,PA22
20190325X75627,GAA19CA190,3,21,2019,1500,Hollywood,FL,255956N,0801425W,FEW,NONE,3,172
20190325X84601,ERA19LA137,3,24,2019,1501,FORT LAUDERDALE,FL,026417N,0080830W,CLER,NONE,3,PC12
20190325X85220,GAA19CA180,3,24,2019,1827,Tampa,FL,275832N,0082320W,FEW,NONE,1,PA23
20190325X85524,GAA19CA234,3,24,2019,1930,Philadelphia,PA,040515N,0075020W,CLER,NONE,3,T310
20190326X84617,ERA19LA138,3,26,2019,2110,McAlpin,FL,003075N,0825455W,FEW,NONE,1,Dakota Hawk
20190326X93228,WPR19LA101,3,23,2019,1730,Deming,NM,321537N,1074459W,CLER,SERS,1,SKY BOLT
20190327X00127,CEN19LA111,3,26,2019,2230,Newton,KS,003844N,0971631W,CLER,NONE,1,140
20190327X05105,CEN19LA108,3,23,2019,2106,Lafayette,LA,301426N,0915923W,SCAT,NONE,2,A185
20190327X23857,GAA19CA181,3,20,2019,1900,Kailua-Kona,HI,194829N,1555954W,FEW,MINR,2,TANARG
20190327X81141,ERA19LA139,3,27,2019,2030,Sevierville,TN,035501N,0832940W,CLER,NONE,1,Bearhawk
20190327X81509,CEN19FA109,3,27,2019,1910,Montgomery,TX,303037N,0954615W,CLER,FATL,3,AS350
20190327X95735,GAA19CA193,3,26,2019,1950,Pella,IA,041244N,0925645W,CLER,NONE,2,172
20190328X91943,GAA19CA185,3,28,2019,2153,Hermiston,OR,454912N,1191651W,CLER,MINR,1,S 2R
20190329X42016,GAA19CA186,3,29,2019,1415,Valley Center,CA,033192N,0117237W,CLER,SERS,2,206
20190329X55659,GAA19CA198,3,29,2019,1435,Ormond Beach,FL,029184N,0081650W,-1,NONE,2,195
20190330X70118,ERA19LA145,3,30,2019,1615,Montgomery,NY,413222N,0741825W,CLER,MINR,6,222
20190330X94602,ERA19LA141,3,30,2019,2059,Palatka,FL,029436N,0814023W,CLER,SERS,2,CTLS
20190331X02304,WPR19LA102,3,31,2019,2330,Placerville,CA,384341N,1204443W,CLER,NONE,1,172
20190331X20824,WPR19FA103,3,31,2019,2039,Farmington,NM,036136N,0108059W,CLER,FATL,1,SR22
20190331X54036,GAA19CA184,3,31,2019,1730,Afton,WY,424232N,1105632W,CLER,NONE,2,PA 16
20190331X75451,ERA19TA146,3,30,2019,100,Fort Myers,FL,263512N,0815148W,CLER,NONE,1,172
20190331X91146,GAA19CA191,3,31,2019,1525,Swainsboro,GA,323633N,0822212W,CLER,NONE,1,PA32
20190401X14158,CEN19LA113,3,28,2019,2045,Spring,TX,030342N,0953310W,FEW,NONE,2,172
20190401X14946,GAA19CA192,3,31,2019,1515,Stephenville,TX,321255N,0981040W,CLER,MINR,1,172
20190401X22803,DCA19CA130,3,28,2019,25,Nashville,TN,036728N,0864041W,SCAT,-1,-1,737
20190401X25202,WPR19LA104,4,1,2019,1457,Yountville,CA,382346N,1222128W,FEW,SERS,22,A-400
20190401X92420,CEN19TA112,3,29,2019,2245,Aberdeen,MS,335240N,0882915W,-1,MINR,2,PA28
20190402X34810,GAA19CA195,4,2,2019,1643,Taunton,MA,415228N,0071059W,CLER,NONE,2,R44
20190402X91643,GAA19CA194,4,2,2019,2130,Clemson,SC,344019N,0082531W,-1,MINR,1,172
20190403X40612,WPR19LA105,3,30,2019,1956,Copalis,WA,047412N,0124711W,CLER,NONE,1,PA18
20190403X45656,GAA19CA196,4,3,2019,1530,Lakeland,FL,275915N,0008218W,-1,NONE,3,PA32
20190403X84357,CEN19LA116,4,2,2019,2232,Lafe,AR,361216N,0903256W,CLER,NONE,1,S-6ES
20190404X54040,ERA19FA142,4,4,2019,1816,Tampa,FL,275636N,0082247W,SCAT,FATL,4,R44 II
20190404X73355,GAA19CA199,4,4,2019,1745,Monument Valley,UT,003710N,0110122W,-1,NONE,2,36
20190404X74451,ERA19LA143,4,4,2019,1615,Edgefield,SC,033468N,0815912W,CLER,NONE,2,175
20190407X73853,ERA19LA144,4,7,2019,208,Clover,VA,364911N,0784659W,UNK,SERS,1,R22
20190408X05930,ERA19CA148,4,8,2019,1332,Lancaster,PA,004078N,0761758W,CLER,MINR,1,152
20190408X12655,GAA19CA200,4,4,2019,2310,Fort Worth,TX,325552N,0972442W,FEW,NONE,3,ZENITH CH 801
20190408X94603,WPR19FA106,4,8,2019,2138,Santa Fe,NM,353719N,0106612W,CLER,FATL,2,P2002
20190409X51503,CEN19FA117,4,9,2019,1533,Harlingen,TX,261733N,0974554W,CLER,FATL,1,AT 502
20190410X51002,GAA19CA202,4,10,2019,1730,Sisters,OR,453519N,1223549W,-1,MINR,2,PA 12
20190411X15518,ERA19LA149,4,11,2019,2254,Meriden,CT,413137N,0724953W,-1,SERS,2,PA28R
20190411X53531,DCA19LA134,4,11,2019,40,New York,NY,403829N,0734641W,-1,NONE,110,A321
20190411X54423,GAA19CA203,4,11,2019,1830,Fullteron,CA,335219N,1175847W,CLER,NONE,1,172
20190411X64435,ERA19LA151,4,11,2019,1830,Fulton,NY,431945N,0762450W,-1,SERS,1,150
20190411X81517,ERA19CA147,4,10,2019,1650,Gallatin,TN,362230N,0862430W,CLER,MINR,2,SAFARI 400
20190412X45210,DCA19CA137,4,12,2019,316,Fort Meyers,FL,263154N,0814542W,CLER,SERS,108,737
20190413X80653,GAA19CA207,4,13,2019,2055,Chino,CA,335829N,1173811W,CLER,NONE,3,SNJ
20190414X14908,CEN19FA120,4,13,2019,515,Lake,MS,322025N,0892152W,UNK,FATL,1,PA28
20190414X23408,WPR19TA110,4,14,2019,1823,St. Helena,CA,382636N,0122248W,FEW,SERS,16,BB100
20190414X81253,CEN19FA119,4,13,2019,2014,New Albany,MS,342257N,0885722W,SCAT,FATL,3,NA-265-65
20190414X84852,WPR19LA108,4,13,2019,1845,Winters,CA,383312N,0121520W,CLER,SERS,1,XS
20190415X21036,GAA19CA204,4,11,2019,1930,Marysville,OH,401329N,0083211W,CLER,NONE,1,R182
20190415X22344,GAA19CA205,4,14,2019,30,Seward,AK,060180N,0014990W,-1,NONE,1,PA22
20190415X62333,ANC19LA016,4,12,2019,8,Bethel,AK,006120N,0016180W,UNK,NONE,4,PA-32-300
20190415X91116,ERA19TA153,4,13,2019,1620,Bradenton Beach,FL,027272N,0824110W,-1,NONE,2,R22
20190415X91401,GAA19CA213,4,14,2019,2100,Bangor,ME,444829N,0684946W,-1,MINR,2,152
20190415X91624,GAA19CA214,4,14,2019,2020,Limington,ME,434547N,0704021W,-1,NONE,1,180
20190415X91813,ERA19LA150,4,14,2019,215,New York,NY,404037N,0734251W,UNK,MINR,3,172
20190415X92143,ERA19LA152,4,15,2019,751,Dublin,GA,003200N,0008200W,-1,NONE,3,206
20190416X11603,CEN19LA121,4,16,2019,1230,Omaha,NE,412452N,0096630W,CLER,NONE,2,OH 58A
20190416X22532,WPR19FA109,4,16,2019,1406,Fort McDowell,AZ,333725N,1114032W,CLER,FATL,2,206
20190416X30036,ANC19TA017,4,15,2019,1700,Nome,AK,655533N,1643641W,-1,SERS,1,A185
20190416X40934,GAA19CA211,4,16,2019,1715,Denver,CO,393412N,1045058W,CLER,NONE,1,PA-18-225
20190416X80409,GAA19CA206,4,15,2019,1835,Hutchinson,KS,038358N,0975138W,-1,NONE,3,PA28R
20190416X81531,GAA19CA208,4,15,2019,1900,Elizabeth,CO,039237N,1043618W,FEW,SERS,1,OUTLAW
20190416X82224,GAA19CA215,4,15,2019,1950,Lebanon,IN,040026N,0862626W,-1,NONE,1,RTH JUNGSTER 1
20190416X94734,WPR19LA111,4,16,2019,2126,Hauula,HI,213518N,1575443W,FEW,NONE,4,369
20190417X11351,WPR19LA112,4,16,2019,1250,Morganza,LA,304321N,0913853W,CLER,SERS,1,AT502
20190417X33913,GAA19CA216,4,17,2019,1608,Donna,TX,261216N,0009836W,-1,NONE,1,47G
20190417X42240,GAA19CA209,4,12,2019,1538,Big Pine,FL,244338N,0812324W,FEW,NONE,1,206
20190418X14517,WPR19FA115,4,19,2019,251,Fullerton,CA,335217N,1175853W,CLER,FATL,1,60
20190418X41557,GAA19CA212,4,17,2019,1700,Wickenburg,AZ,335814N,1124742W,CLER,MINR,1,PA28
20190419X20601,WPR19FA116,4,18,2019,2315,Brookings,OR,004252N,0124186W,CLER,FATL,2,RV8
20190420X85338,GAA19CA224,4,20,2019,2130,Bremen,AL,033591N,0087334W,-1,NONE,2,8
20190420X95256,WPR19LA117,4,19,2019,2040,Grass Valley,CA,391326N,0121048W,CLER,MINR,2,CJ 6
20190421X71224,CEN19LA126,4,19,2019,2130,Dwight,IL,041758N,0882618W,CLER,NONE,3,PA28
20190421X72042,CEN19LA125,4,20,2019,1446,St. Cloud,MN,453253N,0094411W,CLER,NONE,2,PA-28R-200
20190421X72644,CEN19LA123,4,21,2019,30,St Jacob,IL,384159N,0894630W,CLER,SERS,1,R66
20190421X80542,CEN19FA122,4,21,2019,1943,Kingsland,TX,304042N,0098253W,-1,FATL,2,S7
20190422X00632,ERA19FA154,4,22,2019,1315,Cleveland,NC,354518N,0080386W,CLER,FATL,1,EXPRESS SERIES 2000
20190422X20140,CEN19FA124,4,22,2019,1351,Kerrville,TX,030215N,0099119W,-1,FATL,6,58
20190422X35835,GAA19CA218,4,20,2019,1952,Reedsburg,WI,433133N,0089590W,-1,NONE,1,180
20190422X61451,WPR19FA118,4,22,2019,1909,Norco,CA,335546N,1173431W,FEW,FATL,1,N9M
20190422X91331,ERA19LA157,4,22,2019,1900,Holly Springs,NC,342928N,0773152W,FEW,SERS,1,Bearhawk LSA
20190423X25154,GAA19CA217,4,14,2019,1530,Wall,SD,435958N,1021517W,CLER,MINR,2,VANS RV-12
20190423X32138,GAA19CA220,4,23,2019,1630,Prescott,AZ,343917N,0112259W,SCAT,NONE,1,172
20190423X32656,GAA19CA219,4,24,2019,315,Morgan,UT,041855N,0111462W,CLER,NONE,1,180
20190423X41929,ERA19LA156,4,23,2019,1600,Key West,FL,243955N,0825149W,CLER,NONE,5,208
20190423X73423,WPR19LA120,4,23,2019,220,McCall,ID,445252N,0116013W,CLER,NONE,1,PA 18 225 DD
20190424X31657,GAA18CA588,7,17,2018,1420,Chicago,IL,042651N,0087546W,CLER,NONE,1,172
20190424X81234,GAA19CA225,4,20,2019,1600,Scottsdale,AZ,333713N,1115455W,CLER,NONE,1,172
20190424X95940,ERA19FA155,4,23,2019,303,Henderson,KY,374826N,0087414W,CLER,FATL,2,1730
20190425X55803,ERA19LA158,4,25,2019,1758,Elberton,GA,003487N,0825223W,CLER,SERS,1,SUPER ACRO SPORT I
20190425X83902,WPR19FA121,4,25,2019,1949,Madera,CA,365953N,0120735W,CLER,FATL,2,STINGSPORT
20190426X01007,GAA19CA226,4,26,2019,2315,McMinnville,OR,451140N,0123810W,CLER,NONE,2,CABRI
20190426X54304,GAA19CA253,4,26,2019,1700,Gila Bend,AZ,325737N,1124025W,-1,NONE,2,A75N1(PT17)
20190426X63916,WPR19LA122,4,26,2019,1400,Oakridge,OR,433314N,1222833W,CLER,NONE,1,206
20190427X50317,GAA19CA227,4,27,2019,1735,Roosevelt,UT,401642N,0011035W,FEW,NONE,1,M7
20190428X25200,CEN19LA127,4,26,2019,1955,Sheldon,MO,373958N,0094188W,CLER,NONE,1,50
20190428X32930,GAA19CA237,4,27,2019,50,Chandler,OK,354854N,0965226W,CLER,NONE,1,RV 6
20190428X35757,CEN19CA128,4,27,2019,1330,La Mesa,TX,325235N,1015645W,-1,SERS,3,S90
20190428X45827,CEN19LA129,4,27,2019,1445,Sulphur Spring,TX,331135N,0953641W,CLER,NONE,1,PA 23
